DAT,Variety,Treatment,Reply,Main shoot height (cm),Flowering (trusses number),Fruit set (trusses number),Trusses maturing (number),Species,Phenological phase,GDD cumulative,ABA (ng/mg),Antioxidant capacity (μmol Fe II/g FW),Ripe fruits (number),Average air temperature (°C),Average air humidity (%RH),Average daily solar radiation (MJ m-2 day-1),Total chlorophyll (μg/g FW),Fruits EC (mS/cm),Electrolytic leakage (μS/cm),Flavonoids (mg/g FW),Fv/Fm,GA4 (ng/mg),IAA (ng/mg),JA (ng/mg),Lutein (μg/g FW),Fruits lycopene (μg/g DW),Melatonin (ng/mg),Metatopolin (ng/mg),Main shoot leaves (number),Main shoot nodes (number),Osmolytes (osm/kg),Phenols (mg/g FW),Relative water content (%),SA (ng/mg),Stomatal conductance (μmol/sec),Violaxanthin (μg/g FW),Z (ng/mg),Acidity (g citric acid/100 g),Fruits β carotene (μg/g DW),Fruits dry weight (g),Fruits dry weight (%),Fruits firmness (kg/cm2),Lateral shoots (number),Leaves surface (cm²),Fruits pH,Fruits soluble solids (°brix),Stem diameter (cm),Total fresh weight (g),Total dry weight (g),Dry matter (%),Na/K ratio leaves,Na/Ca ratio leaves,Na/K ratio roots,Na/Ca ratio roots,pH,Electrical Conductivity (mS/cm),soluble solids (°brix),dry weight (g),dry weight% (%),firmness (kg/cm2),fresh weight 10 fruits (g),Lycopene (micro  g/g DW),beta-carotene (micro  g/g DW),Ripening (trusses number),Cumulative floral truss fruits (number),Cumulative floral truss length (cm),Days_to_next_phase_from_prev_start,Days_to_next_phase_from_time_0
23.0,WR11,S2,4,32.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR11,S2,5,32.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR11,S2,6,33.0,0.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,C,1,71.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.666666666666666,14.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,C,2,74.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.666666666666666,14.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,C,3,78.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.666666666666666,14.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,C,4,59.0,0.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.666666666666666,14.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,C,5,63.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.666666666666666,14.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,C,6,67.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.666666666666666,14.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,S1,1,56.0,0.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,S1,2,64.0,2.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,S1,3,67.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,S1,4,62.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,S1,5,56.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,S2,1,60.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.142857142857142,14.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,S2,2,38.0,0.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.142857142857142,14.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,S2,3,56.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.142857142857142,14.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,S2,4,59.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.142857142857142,14.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,S2,5,66.0,0.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.142857142857142,14.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,S2,6,62.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.142857142857142,14.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR14,S2,6,59.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.142857142857142,14.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,C,1,67.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,C,2,60.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,C,3,66.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,C,4,61.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,C,5,63.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,C,6,63.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,S1,1,70.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.166666666666666,13.166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,S1,2,63.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.166666666666666,13.166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,S1,3,57.0,0.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.166666666666666,13.166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,S1,4,63.0,0.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.166666666666666,13.166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,S1,5,61.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.166666666666666,13.166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,S1,6,66.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.166666666666666,13.166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,S2,1,43.0,0.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,12.833333333333334,12.833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,S2,2,44.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,12.833333333333334,12.833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,S2,3,39.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,12.833333333333334,12.833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,S2,4,58.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,12.833333333333334,12.833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,S2,5,48.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,12.833333333333334,12.833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR2,S2,6,58.0,0.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,12.833333333333334,12.833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,C,1,53.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,15.333333333333334,15.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,C,2,55.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,15.333333333333334,15.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,C,3,62.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,15.333333333333334,15.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,C,4,59.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,15.333333333333334,15.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,C,5,67.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,15.333333333333334,15.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,C,6,64.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,15.333333333333334,15.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,S1,1,75.0,0.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.333333333333334,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,S1,2,60.0,0.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.333333333333334,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,S1,3,51.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.333333333333334,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,S1,4,71.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.333333333333334,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,S1,5,60.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.333333333333334,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,S1,6,56.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.333333333333334,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,S2,1,44.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.333333333333334,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,S2,2,49.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.333333333333334,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,S2,3,39.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.333333333333334,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,S2,4,51.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.333333333333334,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,S2,5,50.0,0.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.333333333333334,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
23.0,WR9,S2,6,54.0,1.0,0.0,0.0,S.pimpinellifolium,bloom,336.3,,,,17.2,75.7,6.11,,,,,,,,,,,,,13.333333333333334,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,30.0
30.0,CV,C,1,93.0,1.0,0.0,0.0,S.lycopersicum,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.166666666666668,17.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47.0,77.0
30.0,CV,C,2,80.0,1.0,0.0,0.0,S.lycopersicum,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.166666666666668,17.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47.0,77.0
30.0,CV,C,3,78.0,1.0,0.0,0.0,S.lycopersicum,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.166666666666668,17.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47.0,77.0
30.0,CV,C,4,101.0,2.0,0.0,0.0,S.lycopersicum,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.166666666666668,17.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47.0,77.0
30.0,CV,C,5,74.0,1.0,0.0,0.0,S.lycopersicum,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.166666666666668,17.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47.0,77.0
30.0,CV,C,6,87.0,2.0,1.0,0.0,S.lycopersicum,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.166666666666668,17.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47.0,77.0
30.0,CV,S1,1,68.0,1.0,0.0,0.0,S.lycopersicum,bloom,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,16.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,5.0,35.0
30.0,CV,S1,2,95.0,2.0,0.0,0.0,S.lycopersicum,bloom,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,16.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,5.0,35.0
30.0,CV,S1,3,69.0,1.0,0.0,0.0,S.lycopersicum,bloom,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,16.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,5.0,35.0
30.0,CV,S1,4,72.0,1.0,0.0,0.0,S.lycopersicum,bloom,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,16.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,5.0,35.0
30.0,CV,S1,5,74.0,1.0,0.0,0.0,S.lycopersicum,bloom,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,16.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,5.0,35.0
30.0,CV,S1,6,78.0,1.0,0.0,0.0,S.lycopersicum,bloom,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,16.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,5.0,35.0
30.0,CV,S2,1,56.0,1.0,0.0,0.0,S.lycopersicum,bloom,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,15.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,5.0,35.0
30.0,CV,S2,2,66.0,1.0,0.0,0.0,S.lycopersicum,bloom,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,15.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,5.0,35.0
30.0,CV,S2,3,64.0,1.0,0.0,0.0,S.lycopersicum,bloom,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,15.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,5.0,35.0
30.0,CV,S2,4,74.0,1.0,0.0,0.0,S.lycopersicum,bloom,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,15.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,5.0,35.0
30.0,CV,S2,5,65.0,1.0,0.0,0.0,S.lycopersicum,bloom,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,15.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,5.0,35.0
30.0,CV,S2,6,76.0,1.0,0.0,0.0,S.lycopersicum,bloom,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,15.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,5.0,35.0
30.0,WR10,C,1,85.0,2.0,1.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.833333333333332,17.833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47.0,77.0
30.0,WR10,C,2,78.0,2.0,1.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.833333333333332,17.833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47.0,77.0
30.0,WR10,C,3,60.0,2.0,1.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.833333333333332,17.833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47.0,77.0
30.0,WR10,C,4,89.0,2.0,1.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.833333333333332,17.833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47.0,77.0
30.0,WR10,C,5,105.0,2.0,0.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.833333333333332,17.833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47.0,77.0
30.0,WR10,C,6,102.0,2.0,0.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.833333333333332,17.833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47.0,77.0
30.0,WR10,S1,1,107.0,1.0,0.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,36.0,66.0
30.0,WR10,S1,2,85.0,2.0,1.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,36.0,66.0
30.0,WR10,S1,3,71.0,1.0,0.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,36.0,66.0
30.0,WR10,S1,4,84.0,2.0,1.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,36.0,66.0
30.0,WR10,S1,5,83.0,2.0,1.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,36.0,66.0
30.0,WR10,S1,6,93.0,2.0,0.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,36.0,66.0
30.0,WR10,S2,1,69.0,2.0,0.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,16.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,36.0,66.0
30.0,WR10,S2,2,70.0,2.0,1.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,16.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,36.0,66.0
30.0,WR10,S2,3,61.0,2.0,1.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,16.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,36.0,66.0
30.0,WR10,S2,4,77.0,2.0,1.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,16.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,36.0,66.0
30.0,WR10,S2,5,50.0,2.0,0.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,16.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,36.0,66.0
30.0,WR10,S2,6,66.0,2.0,0.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,16.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,36.0,66.0
30.0,WR11,C,1,74.0,2.0,0.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.333333333333332,17.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,41.0,71.0
30.0,WR11,C,2,50.0,2.0,0.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.333333333333332,17.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,41.0,71.0
30.0,WR11,C,3,46.0,2.0,0.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.333333333333332,17.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,41.0,71.0
30.0,WR11,C,4,78.0,2.0,0.0,0.0,S.pimpinellifolium,bloom fruit set,394.1,,,,17.6,80.9,7.2,,,,,,,,,,,,,17.333333333333332,17.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,41.0,71.0
